Item ID,Sentiment,SentimentText,Recommended complaint category,cleaned_text,final_text,word_count
1107,5,"@RailMinIndia PNR 6153093742,TATKAL tick of RS 2196 for distance 231 Km &amp; traveled without BED ROLL.Attendant non cooperative and arrogant",Ticketing & Reservation,railminindia pnr tatkal tick of rs for distance km amp traveled without bed rollattendant non cooperative and arrogant,railminindia pnr tatkal tick rs distance km amp traveled without bed rollattendant non cooperative arrogant,15
1108,5,@RailMinIndia @sureshpprabhu my train ticket is this. Train time is 02.30am from sadulpur jn to shriganganagar jn.. https://t.co/tvV6FtP9FC,Ticketing & Reservation,railminindia sureshpprabhu my train ticket is this train time is am from sadulpur jn to shriganganagar jn,railminindia sureshpprabhu train ticket train time sadulpur jn shriganganagar jn,10
1109,6,RT @RailMinIndia: During April - November this financial an incremental loading of over 32 Million tonnes has been achieved. Against… ,Irrelevant & Noise,rt railminindia during april november this financial an incremental loading of over million tonnes has been achieved against,rt railminindia april november financial incremental loading million tonnes achieved,10
1110,3,"@RailMinIndia @sureshpprabhu Please supply only rail neer or branded water in train and station both, vendor are charging Rs.20/bottle.",Food & Catering,railminindia sureshpprabhu please supply only rail neer or branded water in train and station both vendor are charging rsbottle,railminindia sureshpprabhu please supply rail neer branded water train station vendor charging rsbottle,13
1111,7,@surykantverma07   Kindly share PNR number.,Customer Support Response,surykantverma kindly share pnr number,surykantverma kindly share pnr number,5
1112,4,@RailMinIndia train 12833 date 3.12.2017 is in correct time or delayed plz inform me because I got some msg but no update online,Delay / Running Status,railminindia train date is in correct time or delayed plz inform me because i got some msg but no update online,railminindia train date correct time delayed plz inform got msg update online,12
1113,0,@RailMinIndia Hi. Train no 22639 Allepey express coach s9 toilet tap broken and not cleaned. Please take necessary action.  Thanks,Cleanliness & Facilities,railminindia hi train no allepey express coach s toilet tap broken and not cleaned please take necessary action thanks,railminindia hi train allepey express coach toilet tap broken cleaned please take necessary action thanks,15
1114,1,"@RailMinIndia @ShilpaDakle Sir, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",Safety & Security,railminindia shilpadakle sir fir has been lodged by grppalghar vide crno us ipc,railminindia shilpadakle sir fir lodged grppalghar vide crno us ipc,10
1115,6,@sureshpprabhu @RailMinIndia doing great work but the people needs more and the passengers also should help railways for cleanes  of coach,Irrelevant & Noise,sureshpprabhu railminindia doing great work but the people needs more and the passengers also should help railways for cleanes of coach,sureshpprabhu railminindia great work people needs passengers also help railways cleanes coach,12
1116,0,@RailMinIndia AC of HA1 is not working in 12368 vikramshila express.. Drenched in sweat.. Please help!!!,Cleanliness & Facilities,railminindia ac of ha is not working in vikramshila express drenched in sweat please help,railminindia ac ha working vikramshila express drenched sweat please help,10
1117,3,@RailMinIndia @sureshpprabhu ji aaj Lucknow me water point start hua or aaj 11 baje se Lucknow station pr pani hi nhi h. Public pyasi.....,Food & Catering,railminindia sureshpprabhu ji aaj lucknow me water point start hua or aaj baje se lucknow station pr pani hi nhi h public pyasi,railminindia sureshpprabhu ji aaj lucknow water point start hua aaj baje se lucknow station pr pani hi nhi h public pyasi,21
1118,4,@RailMinIndia @WesternRly adi-ptn dmu never comes on time. It always runs late by 01 hrs in noon. Consider our train as primary route.Thanks,Delay / Running Status,railminindia westernrly adiptn dmu never comes on time it always runs late by hrs in noon consider our train as primary routethanks,railminindia westernrly adiptn dmu never comes time always runs late hrs noon consider train primary routethanks,16
1119,5,@RailMinIndia Sir today i have gone to Palam Ticket Counter and ask for 3 ticket on different date they told me 1 ticket is issued for one,Ticketing & Reservation,railminindia sir today i have gone to palam ticket counter and ask for ticket on different date they told me ticket is issued for one,railminindia sir today gone palam ticket counter ask ticket different date told ticket issued one,15
1120,0,"@RailMinIndia @sureshpprabhu TRAIN NO 12177, PNR 6153059588,Train departed from HWH junction but water didnt filled in any boggy.No water.",Cleanliness & Facilities,railminindia sureshpprabhu train no pnr train departed from hwh junction but water didnt filled in any boggyno water,railminindia sureshpprabhu train pnr train departed hwh junction water didnt filled boggyno water,13
1121,0,@RailMinIndia @sureshpprabhu snacks served in shatabdi from Ahmedabad to Mumbai not fresh. It's smelling. https://t.co/fuvrKtqFYj,Cleanliness & Facilities,railminindia sureshpprabhu snacks served in shatabdi from ahmedabad to mumbai not fresh its smelling,railminindia sureshpprabhu snacks served shatabdi ahmedabad mumbai fresh smelling,9
1122,7,@Sunnykumarjee @Central_Railway @RailMinIndia For updated information please call 139.,Customer Support Response,sunnykumarjee centralrailway railminindia for updated information please call,sunnykumarjee centralrailway railminindia updated information please call,7
1123,4,@RailMinIndia @BhusavalDivn May I expect Reasons before I get down from this train at Thane or may I expect after c… https://t.co/uMa1BYqksY,Delay / Running Status,railminindia bhusavaldivn may i expect reasons before i get down from this train at thane or may i expect after c,railminindia bhusavaldivn may expect reasons get train thane may expect c,11
1124,5,@RailMinIndia Sir plz clarify if No Berth opted for a child passenger but half fare paid..Is the child entitled to meals like copassengers,Ticketing & Reservation,railminindia sir plz clarify if no berth opted for a child passenger but half fare paidis the child entitled to meals like copassengers,railminindia sir plz clarify berth opted child passenger half fare paidis child entitled meals like copassengers,16
1125,7,@drm_moradabad @DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia Matter has been already forward,Customer Support Response,drmmoradabad darpitbhargava westernrly sureshpprabhu piyushgoyal indianrailmedia railminindia matter has been already forward,drmmoradabad darpitbhargava westernrly sureshpprabhu piyushgoyal indianrailmedia railminindia matter already forward,10
1126,4,@RailMinIndia UTS application not working properly. Taking wrong birth Date. Nt giving alerts after expired of pass. Taking next days date.,Delay / Running Status,railminindia uts application not working properly taking wrong birth date nt giving alerts after expired of pass taking next days date,railminindia uts application working properly taking wrong birth date nt giving alerts expired pass taking next days date,18
1127,0,@RailMinIndia traveling from.amarpali express no water in toilet.called so many time 182 BT call nt https://t.co/uhxu0rwgca s7,Cleanliness & Facilities,railminindia traveling fromamarpali express no water in toiletcalled so many time bt call nt s,railminindia traveling fromamarpali express water toiletcalled many time bt call nt,11
1128,7,RT @mmalavec: #Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn,Customer Support Response,rt mmalavec win amazon booktour giveaway bookboost paranormal romance wolf shifter pnr emiliahartley,rt mmalavec win amazon booktour giveaway bookboost paranormal romance wolf shifter pnr emiliahartley,13
1129,0,@drmvijayawada @RailMinIndia @RupSgsits @ed_eeg @drmsbc Sir same intimated to ongole platform electrical staff for rectification thank u,Cleanliness & Facilities,drmvijayawada railminindia rupsgsits edeeg drmsbc sir same intimated to ongole platform electrical staff for rectification thank u,drmvijayawada railminindia rupsgsits edeeg drmsbc sir intimated ongole platform electrical staff rectification thank u,14
1130,2,"@RailMinIndia  my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361, TN12138",Medical Emergency,railminindia my mther suffering from cancer stge have to go tmh mumbaipls hlp me to get cnfrm brth pnr tn,railminindia mther suffering cancer stge go tmh mumbaipls hlp get cnfrm brth pnr tn,14
1131,5,@RailMinIndia...13134 coach no. B1.....20-30 people without ticket are in this coach....jbrdsti baith rhe...tt ki bt v nhi man rhe...,Ticketing & Reservation,railminindia coach no b people without ticket are in this coachjbrdsti baith rhett ki bt v nhi man rhe,railminindia coach b people without ticket coachjbrdsti baith rhett ki bt v nhi man rhe,15
1132,0,@RailMinIndia @DRMbhopal @IR_ENHM Thanks. Cleaning staff did not come till 04:40 then our train arrived anDwe left.… https://t.co/ziKLV0Mr0y,Cleanliness & Facilities,railminindia drmbhopal irenhm thanks cleaning staff did not come till then our train arrived andwe left,railminindia drmbhopal irenhm thanks cleaning staff come till train arrived andwe left,12
1133,3,@RailMinIndia ...dehradun station kae andar...rail neer ke jagah.....bisleri ka paani bik raha hai... please do something...,Food & Catering,railminindia dehradun station kae andarrail neer ke jagahbisleri ka paani bik raha hai please do something,railminindia dehradun station kae andarrail neer ke jagahbisleri ka paani bik raha hai please something,15
1134,5,"@RailMinIndia Dear sir, Brother is a cancer patient,have to go Patna( 12394,3A) on 12 june ,plz sir confirm the WL ticket PNR-286-5202662",Ticketing & Reservation,railminindia dear sir brother is a cancer patienthave to go patna a on june plz sir confirm the wl ticket pnr,railminindia dear sir brother cancer patienthave go patna june plz sir confirm wl ticket pnr,15
1135,0,@sureshpprabhu @RailMinIndia train 12807 S1 heavily soiled dirty toilets. Senior citizens facing problem. Train reaching lalitpur,Cleanliness & Facilities,sureshpprabhu railminindia train s heavily soiled dirty toilets senior citizens facing problem train reaching lalitpur,sureshpprabhu railminindia train heavily soiled dirty toilets senior citizens facing problem train reaching lalitpur,14
1136,7,@abhineet_hit  Kindly share PNR number. Matter forwarded to the concerned officials @Drmncrald @ed_eeg,Customer Support Response,abhineethit kindly share pnr number matter forwarded to the concerned officials drmncrald edeeg,abhineethit kindly share pnr number matter forwarded concerned officials drmncrald edeeg,11
1137,3,@RailMinIndia railway is cheating public if anyone reserving from nzm to Bangalore and boarding in jhansi why catering charge  is from nzm,Food & Catering,railminindia railway is cheating public if anyone reserving from nzm to bangalore and boarding in jhansi why catering charge is from nzm,railminindia railway cheating public anyone reserving nzm bangalore boarding jhansi catering charge nzm,13
1138,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/bACOZnpAQi,Irrelevant & Noise,vikaskh narenreddy leomanojc saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,vikaskh narenreddy leomanojc saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,8
1139,5,"@RailMinIndia hv bn tryin to buk tkts in tatkal quota,bt erytim witin 1mints all tkts usd to buk in any class.kndly prvnt unfair prctce.",Ticketing & Reservation,railminindia hv bn tryin to buk tkts in tatkal quotabt erytim witin mints all tkts usd to buk in any classkndly prvnt unfair prctce,railminindia hv bn tryin buk tkts tatkal quotabt erytim witin mints tkts usd buk classkndly prvnt unfair prctce,18
1140,0,@RailMinIndia @sureshpprabhu : No water in the S3 compartment of 22149 (Ers-Pune Express) train. Ticket PNR no. is 4631896219. Need help.,Cleanliness & Facilities,railminindia sureshpprabhu no water in the s compartment of erspune express train ticket pnr no is need help,railminindia sureshpprabhu water compartment erspune express train ticket pnr need help,11
1141,1,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr 4512791357,Safety & Security,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr,sweeper supposed thief matter passengers cntrl pnr,7
1142,5,@RailMinIndia This is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from RANCHI POST OFFICE.,Ticketing & Reservation,railminindia this is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from ranchi post office,railminindia bring yur notice bcoz agents r able book tatkal tkt ranchi post office,14
1143,0,@RailMinIndia sir railway parcel service tracking not working and we are not able to found out parcel status. I parcelled my bike sbc2ers.,Cleanliness & Facilities,railminindia sir railway parcel service tracking not working and we are not able to found out parcel status i parcelled my bike sbcers,railminindia sir railway parcel service tracking working able found parcel status parcelled bike sbcers,14
1144,0,@RailMinIndia further train no 12583 is nt clean. Bathrooms are nt properly cleaned.In bathrooms ther is liquid soap 70 percent water mixed.,Cleanliness & Facilities,railminindia further train no is nt clean bathrooms are nt properly cleanedin bathrooms ther is liquid soap percent water mixed,railminindia train nt clean bathrooms nt properly cleanedin bathrooms ther liquid soap percent water mixed,15
1145,5,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE,Ticketing & Reservation,yksharma railminindia according to this pnr number your berth no is racs amp attended by on duty tte,yksharma railminindia according pnr number berth racs amp attended duty tte,11
1146,5,@RailMinIndia Sir please resolve my issue of refund of PNR no.2759103001 I have not received my refund after &gt;100 days Kindly look into this,Ticketing & Reservation,railminindia sir please resolve my issue of refund of pnr no i have not received my refund after gt days kindly look into this,railminindia sir please resolve issue refund pnr received refund gt days kindly look,13
1147,3,Selling tea of Rs. 10 instead of Rs. 7 and water bottle is selling of local company of Rs 20. PNR 6208706148… https://t.co/d5HlFMqftU,Food & Catering,selling tea of rs instead of rs and water bottle is selling of local company of rs pnr,selling tea rs instead rs water bottle selling local company rs pnr,12
1148,7,"@RailMinIndia @MohdHussain77 Sir, thanks for calling us.",Customer Support Response,railminindia mohdhussain sir thanks for calling us,railminindia mohdhussain sir thanks calling us,6
1149,7,@RailMinIndia my contact number is +919205535799Thanks,Customer Support Response,railminindia my contact number is thanks,railminindia contact number thanks,4
1150,7,@RailMinIndia @irctceastzone 6506401270,Customer Support Response,railminindia irctceastzone,railminindia irctceastzone,2
1151,0,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach..",Cleanliness & Facilities,railminindia dear sir i am traveling in awadh assam exp pnr there is no water in washroom and so dirty coach,railminindia dear sir traveling awadh assam exp pnr water washroom dirty coach,12
1152,3,"@RailMinIndia @sureshpprabhu I am on 19061 Ramnagar Express An early morning train Without Pantry ,But Food facilities required .",Food & Catering,railminindia sureshpprabhu i am on ramnagar express an early morning train without pantry but food facilities required,railminindia sureshpprabhu ramnagar express early morning train without pantry food facilities required,12
1153,4,"@sureshpprabhu @RailMinIndia PNR:6153238504 Train 1.5 hour late departure, Coach S8 brake chains not working. My brother fell, now injured.",Delay / Running Status,sureshpprabhu railminindia pnr train hour late departure coach s brake chains not working my brother fell now injured,sureshpprabhu railminindia pnr train hour late departure coach brake chains working brother fell injured,14
1154,6,@RailMinIndia @drmljn @ Thanks for support and quick action,Irrelevant & Noise,railminindia drmljn thanks for support and quick action,railminindia drmljn thanks support quick action,6
1155,1,"@RailMinIndia @gmwcrailway @drmkota Have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15,",Safety & Security,railminindia gmwcrailway drmkota have lost my laptop bag in nzm indbon janpnr no amp fir no,railminindia gmwcrailway drmkota lost laptop bag nzm indbon janpnr amp fir,11
1156,7,@abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia Matter advised to concerned official @SrdeechgAld for necessary action.,Customer Support Response,abhineethit railminindia piyushgoyal pmoindia matter advised to concerned official srdeechgald for necessary action,abhineethit railminindia piyushgoyal pmoindia matter advised concerned official srdeechgald necessary action,11
1157,5,"@sureshpprabhu @RailMinIndia pnr - 8347395011 partly cancelled on 31st may no refund issued, complaint ticket raised IRCTC#3496001 on 6thJun",Ticketing & Reservation,sureshpprabhu railminindia pnr partly cancelled on st may no refund issued complaint ticket raised irctc on thjun,sureshpprabhu railminindia pnr partly cancelled st may refund issued complaint ticket raised irctc thjun,14
1158,6,@sureshpprabhu @RailMinIndia @narendramodi Indian railway is improving its services. Thanks team railway.,Irrelevant & Noise,sureshpprabhu railminindia narendramodi indian railway is improving its services thanks team railway,sureshpprabhu railminindia narendramodi indian railway improving services thanks team railway,10
1159,6,RT @HariNYadav: #498aJailsInnocent ,Irrelevant & Noise,rt harinyadav ajailsinnocent,rt harinyadav ajailsinnocent,3
1160,1,"found a bag with no owner, police not taking any action pnr 4512791357",Safety & Security,found a bag with no owner police not taking any action pnr,found bag owner police taking action pnr,7
1161,6,@RailMinIndia @eastcoastrail SBP div observed Intl. Level Crossing Awareness Day #ILCAD. Naukad Natak by Scout team https://t.co/gpuDaMLHiR,Irrelevant & Noise,railminindia eastcoastrail sbp div observed intl level crossing awareness day ilcad naukad natak by scout team,railminindia eastcoastrail sbp div observed intl level crossing awareness day ilcad naukad natak scout team,15
1162,2,@RailMinIndia TRAIN NUMBER 14523 BOGGIE AC B1 SEAT NUMBER 41 42 43 NEED DOCTOR HELP URGENTLY  PLEASE HELP ASAP MOBILE NUMBER 8400323260.,Medical Emergency,railminindia train number boggie ac b seat number need doctor help urgently please help asap mobile number,railminindia train number boggie ac b seat number need doctor help urgently please help asap mobile number,17
1163,6,@RailMinIndia @PMOIndia if railways can take such progressive steps then why can't agricultural n finance ministry,Irrelevant & Noise,railminindia pmoindia if railways can take such progressive steps then why cant agricultural n finance ministry,railminindia pmoindia railways take progressive steps cant agricultural n finance ministry,11
1164,7,@RailMinIndia @GM_NRly  @drmdelhi  @sureshpprabhu Concerned RPF staff/TTE on duty was informed in this concern for taking appropriate action,Customer Support Response,railminindia gmnrly drmdelhi sureshpprabhu concerned rpf stafftte on duty was informed in this concern for taking appropriate action,railminindia gmnrly drmdelhi sureshpprabhu concerned rpf stafftte duty informed concern taking appropriate action,13
1165,5,"@RailMinIndia  PNR-2646988021 I ws lkng fr lwr birth, but not alwd, wn brded lwr birth was empty, I trvld on lwr birth, why this happens",Ticketing & Reservation,railminindia pnr i ws lkng fr lwr birth but not alwd wn brded lwr birth was empty i trvld on lwr birth why this happens,railminindia pnr ws lkng fr lwr birth alwd wn brded lwr birth empty trvld lwr birth happens,17
1166,6,@WesternRly @DRMBRCWR @drmbct @RailMinIndia @PiyushGoyalOffc @PiyushGoyal We want passanger train between bharuch t… https://t.co/tEBXrWdYha,Irrelevant & Noise,westernrly drmbrcwr drmbct railminindia piyushgoyaloffc piyushgoyal we want passanger train between bharuch t,westernrly drmbrcwr drmbct railminindia piyushgoyaloffc piyushgoyal want passanger train bharuch,10
1167,6,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1… https://t.co/OlzONbm5Bo,Irrelevant & Noise,rpfwrbct rpfwr railminindia deshbhakth rpfchurchgate rpfmumbcenlocal rpfdadar rpfandheri rpfborivali,rpfwrbct rpfwr railminindia deshbhakth rpfchurchgate rpfmumbcenlocal rpfdadar rpfandheri rpfborivali,9
1168,5,"@RailMinIndia @sureshpprabhu @gmwcrailway travelling from BPL to CWA due to urgent reasons, had 1 confirmed 3-tier AC ticket...",Ticketing & Reservation,railminindia sureshpprabhu gmwcrailway travelling from bpl to cwa due to urgent reasons had confirmed tier ac ticket,railminindia sureshpprabhu gmwcrailway travelling bpl cwa due urgent reasons confirmed tier ac ticket,13
1169,0,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful.",Cleanliness & Facilities,railminindia train no b here water is leaking from ac please do the needful,railminindia train b water leaking ac please needful,8
1170,6,RT @shreerangkhare: How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner whe… ,Irrelevant & Noise,rt shreerangkhare how can we respect people who lost life on elphinstone bridge they must be remembered in some manner whe,rt shreerangkhare respect people lost life elphinstone bridge must remembered manner whe,12
1171,5,"@RailMinIndia @sureshpprabhu sir, i hv mistyped gender in tatkal ticket fr 2mrow. hw to crrct plz help.otrwise my monety will go in vain.",Ticketing & Reservation,railminindia sureshpprabhu sir i hv mistyped gender in tatkal ticket fr mrow hw to crrct plz helpotrwise my monety will go in vain,railminindia sureshpprabhu sir hv mistyped gender tatkal ticket fr mrow hw crrct plz helpotrwise monety go vain,17
1172,5,@RailMinIndia tryng to buk a ticket since 15 days for my old and ailing grndfather. agents askng 2k more for a sleeper ticket. what to do?,Ticketing & Reservation,railminindia tryng to buk a ticket since days for my old and ailing grndfather agents askng k more for a sleeper ticket what to do,railminindia tryng buk ticket since days old ailing grndfather agents askng k sleeper ticket,14
1173,5,@RailMinIndia @DrmChennai @sureshpprabhu Booked bedsheets when ticket online bt. attendent not given.Trno.12269.Pnr.4740507848.S3/41&amp;44,Ticketing & Reservation,railminindia drmchennai sureshpprabhu booked bedsheets when ticket online bt attendent not giventrnopnrsamp,railminindia drmchennai sureshpprabhu booked bedsheets ticket online bt attendent giventrnopnrsamp,10
1174,6,"@RailMinIndia @sureshpprabhu Rly's only retwets when it's all praises 4 them; when thr r qstns or info, nthng is rplied or retwtd, vry sad!!",Irrelevant & Noise,railminindia sureshpprabhu rlys only retwets when its all praises them when thr r qstns or info nthng is rplied or retwtd vry sad,railminindia sureshpprabhu rlys retwets praises thr r qstns info nthng rplied retwtd vry sad,14
1175,3,"@sureshpprabhu @RailMinIndia  sir i m in 12394 sampoorna kranti S2 48,catering team is doing coruption ...they r selling Rs15 item in Rs20",Food & Catering,sureshpprabhu railminindia sir i m in sampoorna kranti s catering team is doing coruption they r selling rs item in rs,sureshpprabhu railminindia sir sampoorna kranti catering team coruption r selling rs item rs,13
1176,0,"@sureshpprabhu @PMOIndia @RailMinIndia Sir, unable 2 sit in Gwl intercity express due to smell &amp; tempered seats. V poor experience. Pl help",Cleanliness & Facilities,sureshpprabhu pmoindia railminindia sir unable sit in gwl intercity express due to smell amp tempered seats v poor experience pl help,sureshpprabhu pmoindia railminindia sir unable sit gwl intercity express due smell amp tempered seats v poor experience pl help,19
1177,0,@RailMinIndia @sureshpprabhu every where i see that how water is being wasted  in Railway st where is infrastructure https://t.co/mIWrUhzkwh,Cleanliness & Facilities,railminindia sureshpprabhu every where i see that how water is being wasted in railway st where is infrastructure,railminindia sureshpprabhu every see water wasted railway st infrastructure,9
1178,0,@RailMinIndia I am travelling in 12436 DBRT Rajdhani Exp. No charging point on side lower/upper berth. This is not fair Very Bad Experience.,Cleanliness & Facilities,railminindia i am travelling in dbrt rajdhani exp no charging point on side lowerupper berth this is not fair very bad experience,railminindia travelling dbrt rajdhani exp charging point side lowerupper berth fair bad experience,13
1179,6,@RailMinIndia @sureshpprabhu   sir Plz improve your UTS services and support team also .. bcz  i cnt trf my ac to new ph no proper support.,Irrelevant & Noise,railminindia sureshpprabhu sir plz improve your uts services and support team also bcz i cnt trf my ac to new ph no proper support,railminindia sureshpprabhu sir plz improve uts services support team also bcz cnt trf ac new ph proper support,18
1180,3,@RailMinIndia pantry staff is not up to the mark in 12708 they are taking 20 rupees for water bottle and not giving back 5 rupees to yatri.,Food & Catering,railminindia pantry staff is not up to the mark in they are taking rupees for water bottle and not giving back rupees to yatri,railminindia pantry staff mark taking rupees water bottle giving back rupees yatri,12
1181,4,@sureshpprabhu sir please review the time table of 14236 bnaras bareiley exp its become bullock cart and running 3 hrs late .@RailMinIndia,Delay / Running Status,sureshpprabhu sir please review the time table of bnaras bareiley exp its become bullock cart and running hrs late railminindia,sureshpprabhu sir please review time table bnaras bareiley exp become bullock cart running hrs late railminindia,16
1182,0,"@RailMinIndia @sureshpprabhu Madurai Jn ac waiting hall, paid service 10/- per hr 1 ac not working, other not enough https://t.co/dBZTwxHpDN",Cleanliness & Facilities,railminindia sureshpprabhu madurai jn ac waiting hall paid service per hr ac not working other not enough,railminindia sureshpprabhu madurai jn ac waiting hall paid service per hr ac working enough,14
1183,6,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,Irrelevant & Noise,check out thief catcher on the prolific reader instafreebie freebook whattoread pnr,check thief catcher prolific reader instafreebie freebook whattoread pnr,9
1184,4,"@sureshpprabhu @RailMinIndia Another tweet, same issue, Why train # 12411 is delayed at Ludhiana every single day by 35-40 mins. Today again",Delay / Running Status,sureshpprabhu railminindia another tweet same issue why train is delayed at ludhiana every single day by mins today again,sureshpprabhu railminindia another tweet issue train delayed ludhiana every single day mins today,13
1185,6,@niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmned… https://t.co/6u0NSeNxDv,Irrelevant & Noise,niraj sbkulal drmgtl srdomsc phanipeddapall drmsecunderabad riyajali kantulesanjay drmned,niraj sbkulal drmgtl srdomsc phanipeddapall drmsecunderabad riyajali kantulesanjay drmned,9
1186,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 RE not working. Plz check MCB DOWN https://t.co/eP71zwSkHv,Food & Catering,sureshpprabhu railminindia rajeshbhargav water cooler of platform no re not working plz check mcb down,sureshpprabhu railminindia rajeshbhargav water cooler platform working plz check mcb,10
1187,5,@RailMinIndia @sureshpprabhu sir we have booked tickets in mahanagri exp..but my mom is alone in s8 n we r in s3 ...pls help..,Irrelevant & Noise,railminindia sureshpprabhu sir we have booked tickets in mahanagri expbut my mom is alone in s n we r in s pls help,railminindia sureshpprabhu sir booked tickets mahanagri expbut mom alone n r pls help,13
1188,2,"@RailMinIndia need medical assistance for a child travelling in train no 15097, coach no- B2,CONTACT NO-9469269631",Medical Emergency,railminindia need medical assistance for a child travelling in train no coach no bcontact no,railminindia need medical assistance child travelling train coach bcontact,9
1189,6,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/Bes1TzmXoI,Irrelevant & Noise,leomanojc sirdebasis narenreddy saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,leomanojc sirdebasis narenreddy saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,8
1190,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe food https://t.co/VZEzNLwutr,Food & Catering,sureshpprabhu railminindia westernrly train c found fly in food unhygenic unsafe food,sureshpprabhu railminindia westernrly train c found fly food unhygenic unsafe food,11
1191,0,"fan's speed not decreasing , we need help pnr 4512791357",Cleanliness & Facilities,fans speed not decreasing we need help pnr,fans speed decreasing need help pnr,6
1192,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/DFog53q7Pk,Food & Catering,railminindia irctcltd vendor simply overcharging for charging rs instead of rs printed mrp,railminindia irctcltd vendor simply overcharging charging rs instead rs printed mrp,11
1193,7,@RailMinIndia @BannaDipaksa SSE Telecom at MSH will be send tomorrow  dt 03/12/2017.,Customer Support Response,railminindia bannadipaksa sse telecom at msh will be send tomorrow dt,railminindia bannadipaksa sse telecom msh send tomorrow dt,8
1194,3,"@RailMinIndia, @sureshpprabhu, Sir, Comesum h Nizamuddin has served spoiled food today evening, they should be penalise, pl check &amp; do nedfl",Food & Catering,railminindia sureshpprabhu sir comesum h nizamuddin has served spoiled food today evening they should be penalise pl check amp do nedfl,railminindia sureshpprabhu sir comesum h nizamuddin served spoiled food today evening penalise pl check amp nedfl,16
1195,4,"train is at halt for the last 4.5 hrs amidst of jungle, wt the fkk is happening??? pnr 4512791357",Delay / Running Status,train is at halt for the last hrs amidst of jungle wt the fkk is happening pnr,train halt last hrs amidst jungle wt fkk happening pnr,10
1196,5,@sureshpprabhu @RailMinIndia cant able to book tatkal ticket from pnbe to hwh. But only unauthorized agent can book...need help,Ticketing & Reservation,sureshpprabhu railminindia cant able to book tatkal ticket from pnbe to hwh but only unauthorized agent can bookneed help,sureshpprabhu railminindia cant able book tatkal ticket pnbe hwh unauthorized agent bookneed help,13
1197,6,Mischief Bundle - #KindleCountdown Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica  #Erotica #Booklovers #LPRTG… https://t.co/wghZsGZszU,Irrelevant & Noise,mischief bundle kindlecountdown sale story bundle ff amp mf pnr erotica erotica booklovers lprtg,mischief bundle kindlecountdown sale story bundle ff amp mf pnr erotica erotica booklovers lprtg,14
1198,3,@RailMinIndia @sureshpprabhu  But it is not at all impressive to see the pantryman with tip collection tray in Rajdhanis. Imagine same in AI,Food & Catering,railminindia sureshpprabhu but it is not at all impressive to see the pantryman with tip collection tray in rajdhanis imagine same in ai,railminindia sureshpprabhu impressive see pantryman tip collection tray rajdhanis imagine ai,11
1199,5,@RailMinIndia:awaiting refund for pnr 6447664244 frm 7 month.plz help.,Ticketing & Reservation,railminindiaawaiting refund for pnr frm monthplz help,railminindiaawaiting refund pnr frm monthplz help,6
